date,sku_id,product_name,category,price,cost,competitor_price,quantity_sold
2023-06-10,115,Coffee_Product_15,Coffee,6.97,4.05,7.52,27
2023-06-11,115,Coffee_Product_15,Coffee,7.24,4.05,8.25,28
2023-06-12,115,Coffee_Product_15,Coffee,7.97,4.05,8.04,28
2023-06-13,115,Coffee_Product_15,Coffee,7.39,4.05,8.09,30
2023-06-14,115,Coffee_Product_15,Coffee,6.78,4.05,7.32,31
2023-06-15,115,Coffee_Product_15,Coffee,6.85,4.05,7.04,24
2023-06-16,115,Coffee_Product_15,Coffee,7.9,4.05,8.0,32
2023-06-17,115,Coffee_Product_15,Coffee,7.79,4.05,8.08,30
2023-06-18,115,Coffee_Product_15,Coffee,7.99,4.05,7.87,29
2023-06-19,115,Coffee_Product_15,Coffee,6.86,4.05,6.39,21
2023-06-20,115,Coffee_Product_15,Coffee,7.82,4.05,7.63,28
2023-06-21,115,Coffee_Product_15,Coffee,7.66,4.05,7.09,24
2023-06-22,115,Coffee_Product_15,Coffee,7.03,4.05,6.75,26
2023-06-23,115,Coffee_Product_15,Coffee,8.14,4.05,7.86,30
2023-06-24,115,Coffee_Product_15,Coffee,7.54,4.05,6.91,28
2023-06-25,115,Coffee_Product_15,Coffee,8.04,4.05,8.35,25
2023-06-26,115,Coffee_Product_15,Coffee,7.96,4.05,6.98,26
2023-06-27,115,Coffee_Product_15,Coffee,7.18,4.05,7.55,30
2023-06-28,115,Coffee_Product_15,Coffee,7.48,4.05,8.16,27
2023-06-29,115,Coffee_Product_15,Coffee,7.33,4.05,7.21,28
2023-06-30,115,Coffee_Product_15,Coffee,7.74,4.05,8.16,27
2023-07-01,115,Coffee_Product_15,Coffee,7.56,4.05,7.93,29
2023-07-02,115,Coffee_Product_15,Coffee,7.85,4.05,8.37,28
2023-07-03,115,Coffee_Product_15,Coffee,6.71,4.05,7.04,31
2023-07-04,115,Coffee_Product_15,Coffee,7.71,4.05,6.55,30
2023-07-05,115,Coffee_Product_15,Coffee,7.16,4.05,7.28,30
2023-07-06,115,Coffee_Product_15,Coffee,7.02,4.05,8.07,32
2023-07-07,115,Coffee_Product_15,Coffee,7.88,4.05,7.32,24
2023-07-08,115,Coffee_Product_15,Coffee,6.82,4.05,6.9,24
2023-07-09,115,Coffee_Product_15,Coffee,7.03,4.05,6.38,25
2023-07-10,115,Coffee_Product_15,Coffee,6.99,4.05,7.01,27
2023-07-11,115,Coffee_Product_15,Coffee,7.31,4.05,7.91,30
2023-07-12,115,Coffee_Product_15,Coffee,7.17,4.05,6.65,25
2023-07-13,115,Coffee_Product_15,Coffee,7.76,4.05,7.08,28
2023-07-14,115,Coffee_Product_15,Coffee,7.73,4.05,6.36,20
2023-07-15,115,Coffee_Product_15,Coffee,7.17,4.05,7.93,27
2023-07-16,115,Coffee_Product_15,Coffee,7.34,4.05,8.28,30
2023-07-17,115,Coffee_Product_15,Coffee,7.0,4.05,7.58,25
2023-07-18,115,Coffee_Product_15,Coffee,7.68,4.05,6.37,26
2023-07-19,115,Coffee_Product_15,Coffee,7.28,4.05,6.8,28
2023-07-20,115,Coffee_Product_15,Coffee,6.89,4.05,7.29,26
2023-07-21,115,Coffee_Product_15,Coffee,6.88,4.05,7.63,37
2023-07-22,115,Coffee_Product_15,Coffee,7.17,4.05,7.42,25
2023-07-23,115,Coffee_Product_15,Coffee,7.8,4.05,8.36,24
2023-07-24,115,Coffee_Product_15,Coffee,6.73,4.05,8.41,29
2023-07-25,115,Coffee_Product_15,Coffee,7.07,4.05,6.56,27
2023-07-26,115,Coffee_Product_15,Coffee,6.93,4.05,6.62,22
2023-07-27,115,Coffee_Product_15,Coffee,8.11,4.05,7.11,25
2023-07-28,115,Coffee_Product_15,Coffee,7.74,4.05,7.26,31
2023-07-29,115,Coffee_Product_15,Coffee,7.03,4.05,7.62,24
2023-07-30,115,Coffee_Product_15,Coffee,7.0,4.05,8.04,30
2023-07-31,115,Coffee_Product_15,Coffee,7.96,4.05,6.62,25
2023-08-01,115,Coffee_Product_15,Coffee,6.97,4.05,8.11,31
2023-08-02,115,Coffee_Product_15,Coffee,8.17,4.05,7.68,31
2023-08-03,115,Coffee_Product_15,Coffee,7.11,4.05,8.5,27
2023-08-04,115,Coffee_Product_15,Coffee,6.81,4.05,7.77,35
2023-08-05,115,Coffee_Product_15,Coffee,7.71,4.05,7.91,26
2023-08-06,115,Coffee_Product_15,Coffee,7.59,4.05,6.75,23
2023-08-07,115,Coffee_Product_15,Coffee,8.17,4.05,8.03,30
2023-08-08,115,Coffee_Product_15,Coffee,7.88,4.05,6.49,21
2023-08-09,115,Coffee_Product_15,Coffee,7.33,4.05,7.78,30
2023-08-10,115,Coffee_Product_15,Coffee,7.69,4.05,6.44,21
2023-08-11,115,Coffee_Product_15,Coffee,7.9,4.05,6.57,20
2023-08-12,115,Coffee_Product_15,Coffee,7.45,4.05,6.56,21
2023-08-13,115,Coffee_Product_15,Coffee,7.09,4.05,6.43,26
2023-08-14,115,Coffee_Product_15,Coffee,7.0,4.05,7.03,24
2023-08-15,115,Coffee_Product_15,Coffee,7.13,4.05,8.53,29
2023-08-16,115,Coffee_Product_15,Coffee,7.95,4.05,7.09,21
2023-08-17,115,Coffee_Product_15,Coffee,7.25,4.05,8.01,25
2023-08-18,115,Coffee_Product_15,Coffee,7.11,4.05,6.61,23
2023-08-19,115,Coffee_Product_15,Coffee,7.89,4.05,7.33,24
2023-08-20,115,Coffee_Product_15,Coffee,6.74,4.05,6.73,19
2023-08-21,115,Coffee_Product_15,Coffee,7.57,4.05,6.74,26
2023-08-22,115,Coffee_Product_15,Coffee,7.99,4.05,6.54,19
2023-08-23,115,Coffee_Product_15,Coffee,7.3,4.05,7.28,22
2023-08-24,115,Coffee_Product_15,Coffee,7.09,4.05,6.48,21
2023-08-25,115,Coffee_Product_15,Coffee,7.42,4.05,8.34,28
2023-08-26,115,Coffee_Product_15,Coffee,7.75,4.05,7.31,27
2023-08-27,115,Coffee_Product_15,Coffee,7.46,4.05,8.19,26
2023-08-28,115,Coffee_Product_15,Coffee,6.7,4.05,8.5,30
2023-08-29,115,Coffee_Product_15,Coffee,6.8,4.05,7.83,30
2023-08-30,115,Coffee_Product_15,Coffee,7.76,4.05,8.33,28
2023-08-31,115,Coffee_Product_15,Coffee,7.28,4.05,6.62,21
2023-09-01,115,Coffee_Product_15,Coffee,7.85,4.05,8.17,29
2023-09-02,115,Coffee_Product_15,Coffee,7.65,4.05,6.92,23
2023-09-03,115,Coffee_Product_15,Coffee,7.55,4.05,7.37,26
2023-09-04,115,Coffee_Product_15,Coffee,8.03,4.05,7.76,23
2023-09-05,115,Coffee_Product_15,Coffee,6.72,4.05,8.33,28
2023-09-06,115,Coffee_Product_15,Coffee,6.92,4.05,8.35,32
2023-09-07,115,Coffee_Product_15,Coffee,7.62,4.05,6.52,24
2023-09-08,115,Coffee_Product_15,Coffee,6.79,4.05,7.13,21
2023-09-09,115,Coffee_Product_15,Coffee,7.65,4.05,8.08,27
2023-09-10,115,Coffee_Product_15,Coffee,8.15,4.05,7.88,28
2023-09-11,115,Coffee_Product_15,Coffee,7.99,4.05,6.37,21
2023-09-12,115,Coffee_Product_15,Coffee,7.57,4.05,7.32,23
2023-09-13,115,Coffee_Product_15,Coffee,8.02,4.05,8.16,24
2023-09-14,115,Coffee_Product_15,Coffee,6.86,4.05,7.96,27
2023-09-15,115,Coffee_Product_15,Coffee,7.36,4.05,7.23,21
2023-09-16,115,Coffee_Product_15,Coffee,7.32,4.05,7.96,27
2023-09-17,115,Coffee_Product_15,Coffee,7.19,4.05,7.54,25
2023-09-18,115,Coffee_Product_15,Coffee,6.69,4.05,8.35,30
2023-09-19,115,Coffee_Product_15,Coffee,8.01,4.05,7.63,22
2023-09-20,115,Coffee_Product_15,Coffee,7.84,4.05,7.21,29
2023-09-21,115,Coffee_Product_15,Coffee,7.66,4.05,8.24,24
2023-09-22,115,Coffee_Product_15,Coffee,6.88,4.05,6.43,24
2023-09-23,115,Coffee_Product_15,Coffee,7.25,4.05,8.32,25
2023-09-24,115,Coffee_Product_15,Coffee,8.06,4.05,7.87,22
2023-09-25,115,Coffee_Product_15,Coffee,7.6,4.05,8.41,25
2023-09-26,115,Coffee_Product_15,Coffee,7.58,4.05,6.87,24
2023-09-27,115,Coffee_Product_15,Coffee,8.04,4.05,7.87,26
2023-09-28,115,Coffee_Product_15,Coffee,7.52,4.05,8.12,24
2023-09-29,115,Coffee_Product_15,Coffee,7.58,4.05,7.88,21
2023-09-30,115,Coffee_Product_15,Coffee,7.2,4.05,6.79,27
2023-10-01,115,Coffee_Product_15,Coffee,7.24,4.05,6.93,21
2023-10-02,115,Coffee_Product_15,Coffee,7.71,4.05,7.58,23
2023-10-03,115,Coffee_Product_15,Coffee,7.16,4.05,7.31,25
2023-10-04,115,Coffee_Product_15,Coffee,7.52,4.05,7.95,24
2023-10-05,115,Coffee_Product_15,Coffee,7.1,4.05,7.16,21
2023-10-06,115,Coffee_Product_15,Coffee,6.93,4.05,8.23,30
2023-10-07,115,Coffee_Product_15,Coffee,7.36,4.05,7.28,18
2023-10-08,115,Coffee_Product_15,Coffee,7.01,4.05,6.41,26
2023-10-09,115,Coffee_Product_15,Coffee,8.02,4.05,6.35,23
2023-10-10,115,Coffee_Product_15,Coffee,7.14,4.05,7.76,28
2023-10-11,115,Coffee_Product_15,Coffee,7.58,4.05,7.52,25
2023-10-12,115,Coffee_Product_15,Coffee,7.08,4.05,7.53,25
2023-10-13,115,Coffee_Product_15,Coffee,7.07,4.05,8.08,26
2023-10-14,115,Coffee_Product_15,Coffee,7.21,4.05,7.15,25
2023-10-15,115,Coffee_Product_15,Coffee,8.05,4.05,8.54,26
2023-10-16,115,Coffee_Product_15,Coffee,7.27,4.05,8.42,24
2023-10-17,115,Coffee_Product_15,Coffee,7.91,4.05,6.35,22
2023-10-18,115,Coffee_Product_15,Coffee,6.98,4.05,8.31,28
2023-10-19,115,Coffee_Product_15,Coffee,6.76,4.05,7.83,31
2023-10-20,115,Coffee_Product_15,Coffee,7.85,4.05,7.44,21
2023-10-21,115,Coffee_Product_15,Coffee,7.49,4.05,7.62,27
2023-10-22,115,Coffee_Product_15,Coffee,7.44,4.05,8.19,26
2023-10-23,115,Coffee_Product_15,Coffee,7.09,4.05,8.44,28
2023-10-24,115,Coffee_Product_15,Coffee,6.8,4.05,7.57,29
2023-10-25,115,Coffee_Product_15,Coffee,7.41,4.05,6.72,22
2023-10-26,115,Coffee_Product_15,Coffee,7.98,4.05,7.74,24
2023-10-27,115,Coffee_Product_15,Coffee,6.87,4.05,6.49,28
2023-10-28,115,Coffee_Product_15,Coffee,8.07,4.05,7.73,21
2023-10-29,115,Coffee_Product_15,Coffee,7.1,4.05,8.12,27
2023-10-30,115,Coffee_Product_15,Coffee,7.48,4.05,7.1,26
2023-10-31,115,Coffee_Product_15,Coffee,6.79,4.05,6.47,26
2023-11-01,115,Coffee_Product_15,Coffee,7.32,4.05,7.86,31
2023-11-02,115,Coffee_Product_15,Coffee,6.87,4.05,7.07,26
2023-11-03,115,Coffee_Product_15,Coffee,6.76,4.05,6.87,27
2023-11-04,115,Coffee_Product_15,Coffee,8.12,4.05,7.85,25
2023-11-05,115,Coffee_Product_15,Coffee,7.77,4.05,8.48,22
2023-11-06,115,Coffee_Product_15,Coffee,7.76,4.05,7.98,24
2023-11-07,115,Coffee_Product_15,Coffee,6.82,4.05,7.41,29
2023-11-08,115,Coffee_Product_15,Coffee,8.07,4.05,7.65,25
2023-11-09,115,Coffee_Product_15,Coffee,7.39,4.05,6.63,24
2023-11-10,115,Coffee_Product_15,Coffee,7.95,4.05,8.13,29
2023-11-11,115,Coffee_Product_15,Coffee,6.71,4.05,7.66,26
2023-11-12,115,Coffee_Product_15,Coffee,7.13,4.05,8.47,25
2023-11-13,115,Coffee_Product_15,Coffee,8.17,4.05,8.5,27
2023-11-14,115,Coffee_Product_15,Coffee,7.32,4.05,7.11,24
2023-11-15,115,Coffee_Product_15,Coffee,8.01,4.05,8.52,24
2023-11-16,115,Coffee_Product_15,Coffee,7.18,4.05,8.45,35
2023-11-17,115,Coffee_Product_15,Coffee,7.47,4.05,7.74,29
2023-11-18,115,Coffee_Product_15,Coffee,7.96,4.05,7.06,24
2023-11-19,115,Coffee_Product_15,Coffee,7.59,4.05,8.0,30
2023-11-20,115,Coffee_Product_15,Coffee,7.77,4.05,6.92,22
2023-11-21,115,Coffee_Product_15,Coffee,7.03,4.05,7.72,32
2023-11-22,115,Coffee_Product_15,Coffee,6.92,4.05,6.37,26
2023-11-23,115,Coffee_Product_15,Coffee,7.03,4.05,7.72,26
2023-11-24,115,Coffee_Product_15,Coffee,7.42,4.05,8.44,27
2023-11-25,115,Coffee_Product_15,Coffee,7.88,4.05,6.84,24
2023-11-26,115,Coffee_Product_15,Coffee,7.21,4.05,8.05,31
2023-11-27,115,Coffee_Product_15,Coffee,7.53,4.05,6.97,22
2023-11-28,115,Coffee_Product_15,Coffee,7.88,4.05,7.89,21
2023-11-29,115,Coffee_Product_15,Coffee,7.04,4.05,7.88,26
2023-11-30,115,Coffee_Product_15,Coffee,8.0,4.05,6.73,23
2023-12-01,115,Coffee_Product_15,Coffee,8.1,4.05,7.65,25
2023-12-02,115,Coffee_Product_15,Coffee,6.75,4.05,8.23,28
2023-12-03,115,Coffee_Product_15,Coffee,6.78,4.05,7.17,28
2023-12-04,115,Coffee_Product_15,Coffee,6.82,4.05,7.9,34
2023-12-05,115,Coffee_Product_15,Coffee,7.84,4.05,7.82,21
2023-12-06,115,Coffee_Product_15,Coffee,6.97,4.05,6.89,25
2023-12-07,115,Coffee_Product_15,Coffee,7.77,4.05,8.36,34
2023-12-08,115,Coffee_Product_15,Coffee,7.34,4.05,7.57,24
2023-12-09,115,Coffee_Product_15,Coffee,7.93,4.05,7.11,21
2023-12-10,115,Coffee_Product_15,Coffee,7.89,4.05,6.68,24
2023-12-11,115,Coffee_Product_15,Coffee,8.11,4.05,7.37,22
2023-12-12,115,Coffee_Product_15,Coffee,7.06,4.05,7.94,32
2023-12-13,115,Coffee_Product_15,Coffee,7.03,4.05,7.71,36
2023-12-14,115,Coffee_Product_15,Coffee,6.73,4.05,7.94,30
2023-12-15,115,Coffee_Product_15,Coffee,7.3,4.05,8.08,39
2023-12-16,115,Coffee_Product_15,Coffee,7.37,4.05,7.3,25
2023-12-17,115,Coffee_Product_15,Coffee,8.12,4.05,7.48,23
2023-12-18,115,Coffee_Product_15,Coffee,7.92,4.05,8.52,25
2023-12-19,115,Coffee_Product_15,Coffee,6.94,4.05,8.47,30
2023-12-20,115,Coffee_Product_15,Coffee,7.87,4.05,7.24,24
2023-12-21,115,Coffee_Product_15,Coffee,6.95,4.05,7.84,30
2023-12-22,115,Coffee_Product_15,Coffee,6.8,4.05,6.91,25
2023-12-23,115,Coffee_Product_15,Coffee,7.93,4.05,6.66,22
2023-12-24,115,Coffee_Product_15,Coffee,8.14,4.05,8.03,25
2023-12-25,115,Coffee_Product_15,Coffee,6.82,4.05,7.29,31
2023-12-26,115,Coffee_Product_15,Coffee,7.9,4.05,6.71,24
2023-12-27,115,Coffee_Product_15,Coffee,7.96,4.05,8.01,27
2023-12-28,115,Coffee_Product_15,Coffee,6.86,4.05,8.36,32
2023-12-29,115,Coffee_Product_15,Coffee,7.11,4.05,8.4,26
2023-12-30,115,Coffee_Product_15,Coffee,7.78,4.05,7.65,31
2023-12-31,115,Coffee_Product_15,Coffee,7.89,4.05,7.39,23
2024-01-01,115,Coffee_Product_15,Coffee,7.21,4.05,6.63,28
2023-01-01,116,Coffee_Product_16,Coffee,11.46,5.82,11.01,0
2023-01-02,116,Coffee_Product_16,Coffee,10.97,5.82,10.93,0
2023-01-03,116,Coffee_Product_16,Coffee,12.17,5.82,13.19,0
2023-01-04,116,Coffee_Product_16,Coffee,11.24,5.82,10.41,0
2023-01-05,116,Coffee_Product_16,Coffee,12.32,5.82,11.57,0
2023-01-06,116,Coffee_Product_16,Coffee,12.7,5.82,13.04,0
2023-01-07,116,Coffee_Product_16,Coffee,11.0,5.82,13.01,0
2023-01-08,116,Coffee_Product_16,Coffee,11.74,5.82,10.6,0
2023-01-09,116,Coffee_Product_16,Coffee,11.76,5.82,11.85,0
2023-01-10,116,Coffee_Product_16,Coffee,12.21,5.82,11.82,0
2023-01-11,116,Coffee_Product_16,Coffee,11.5,5.82,11.26,0
2023-01-12,116,Coffee_Product_16,Coffee,11.7,5.82,13.38,0
2023-01-13,116,Coffee_Product_16,Coffee,10.73,5.82,12.44,0
2023-01-14,116,Coffee_Product_16,Coffee,10.99,5.82,13.61,0
2023-01-15,116,Coffee_Product_16,Coffee,12.06,5.82,10.35,0
2023-01-16,116,Coffee_Product_16,Coffee,11.22,5.82,11.52,0
2023-01-17,116,Coffee_Product_16,Coffee,11.05,5.82,13.09,0
2023-01-18,116,Coffee_Product_16,Coffee,11.47,5.82,11.62,0
2023-01-19,116,Coffee_Product_16,Coffee,11.09,5.82,11.04,0
2023-01-20,116,Coffee_Product_16,Coffee,10.84,5.82,13.67,0
2023-01-21,116,Coffee_Product_16,Coffee,11.38,5.82,13.22,0
2023-01-22,116,Coffee_Product_16,Coffee,11.09,5.82,12.06,0
2023-01-23,116,Coffee_Product_16,Coffee,12.6,5.82,12.11,0
2023-01-24,116,Coffee_Product_16,Coffee,10.85,5.82,10.13,0
2023-01-25,116,Coffee_Product_16,Coffee,12.48,5.82,13.61,0
2023-01-26,116,Coffee_Product_16,Coffee,11.61,5.82,12.99,0
2023-01-27,116,Coffee_Product_16,Coffee,12.31,5.82,10.24,0
2023-01-28,116,Coffee_Product_16,Coffee,10.83,5.82,10.74,0
2023-01-29,116,Coffee_Product_16,Coffee,12.89,5.82,13.04,0
2023-01-30,116,Coffee_Product_16,Coffee,12.53,5.82,10.42,0
2023-01-31,116,Coffee_Product_16,Coffee,11.04,5.82,13.47,0
2023-02-01,116,Coffee_Product_16,Coffee,11.22,5.82,13.68,0
2023-02-02,116,Coffee_Product_16,Coffee,12.23,5.82,13.27,0
2023-02-03,116,Coffee_Product_16,Coffee,12.89,5.82,12.74,0
2023-02-04,116,Coffee_Product_16,Coffee,11.76,5.82,11.85,0
2023-02-05,116,Coffee_Product_16,Coffee,11.86,5.82,10.4,0
2023-02-06,116,Coffee_Product_16,Coffee,11.27,5.82,12.71,0
2023-02-07,116,Coffee_Product_16,Coffee,11.61,5.82,11.52,0
2023-02-08,116,Coffee_Product_16,Coffee,11.38,5.82,12.14,0
2023-02-09,116,Coffee_Product_16,Coffee,11.54,5.82,11.16,0
2023-02-10,116,Coffee_Product_16,Coffee,10.75,5.82,10.97,0
2023-02-11,116,Coffee_Product_16,Coffee,10.8,5.82,11.27,0
2023-02-12,116,Coffee_Product_16,Coffee,12.32,5.82,13.01,0
2023-02-13,116,Coffee_Product_16,Coffee,12.32,5.82,11.63,0
2023-02-14,116,Coffee_Product_16,Coffee,11.49,5.82,11.22,0
2023-02-15,116,Coffee_Product_16,Coffee,12.81,5.82,11.65,0
2023-02-16,116,Coffee_Product_16,Coffee,11.34,5.82,10.22,0
2023-02-17,116,Coffee_Product_16,Coffee,11.64,5.82,13.29,0
2023-02-18,116,Coffee_Product_16,Coffee,12.44,5.82,12.08,0
2023-02-19,116,Coffee_Product_16,Coffee,12.47,5.82,10.48,0
2023-02-20,116,Coffee_Product_16,Coffee,12.75,5.82,11.14,0
2023-02-21,116,Coffee_Product_16,Coffee,10.77,5.82,13.62,0
2023-02-22,116,Coffee_Product_16,Coffee,11.14,5.82,12.22,0
2023-02-23,116,Coffee_Product_16,Coffee,12.23,5.82,11.15,0
2023-02-24,116,Coffee_Product_16,Coffee,11.51,5.82,11.63,0
2023-02-25,116,Coffee_Product_16,Coffee,10.81,5.82,11.03,0
2023-02-26,116,Coffee_Product_16,Coffee,12.1,5.82,10.22,0
2023-02-27,116,Coffee_Product_16,Coffee,11.64,5.82,13.11,0
2023-02-28,116,Coffee_Product_16,Coffee,11.57,5.82,11.15,0
2023-03-01,116,Coffee_Product_16,Coffee,11.33,5.82,13.1,0
2023-03-02,116,Coffee_Product_16,Coffee,10.72,5.82,11.82,0
2023-03-03,116,Coffee_Product_16,Coffee,11.14,5.82,10.76,0
2023-03-04,116,Coffee_Product_16,Coffee,11.83,5.82,12.97,0
2023-03-05,116,Coffee_Product_16,Coffee,11.36,5.82,11.45,0
2023-03-06,116,Coffee_Product_16,Coffee,12.78,5.82,12.63,0
2023-03-07,116,Coffee_Product_16,Coffee,11.04,5.82,13.1,0
2023-03-08,116,Coffee_Product_16,Coffee,12.79,5.82,13.54,0
2023-03-09,116,Coffee_Product_16,Coffee,11.67,5.82,10.41,0
2023-03-10,116,Coffee_Product_16,Coffee,11.36,5.82,10.14,0
2023-03-11,116,Coffee_Product_16,Coffee,11.43,5.82,12.07,0
2023-03-12,116,Coffee_Product_16,Coffee,11.49,5.82,11.05,0
2023-03-13,116,Coffee_Product_16,Coffee,11.91,5.82,11.78,0
2023-03-14,116,Coffee_Product_16,Coffee,11.54,5.82,10.37,0
2023-03-15,116,Coffee_Product_16,Coffee,12.24,5.82,11.9,0
2023-03-16,116,Coffee_Product_16,Coffee,11.71,5.82,10.55,0
2023-03-17,116,Coffee_Product_16,Coffee,12.3,5.82,13.1,0
2023-03-18,116,Coffee_Product_16,Coffee,12.14,5.82,12.82,0
2023-03-19,116,Coffee_Product_16,Coffee,11.28,5.82,10.37,0
2023-03-20,116,Coffee_Product_16,Coffee,12.64,5.82,13.09,0
2023-03-21,116,Coffee_Product_16,Coffee,12.6,5.82,11.27,0
2023-03-22,116,Coffee_Product_16,Coffee,13.06,5.82,11.37,0
2023-03-23,116,Coffee_Product_16,Coffee,11.12,5.82,10.75,0
2023-03-24,116,Coffee_Product_16,Coffee,12.72,5.82,13.09,0
2023-03-25,116,Coffee_Product_16,Coffee,12.78,5.82,11.55,0
2023-03-26,116,Coffee_Product_16,Coffee,12.23,5.82,10.28,0
2023-03-27,116,Coffee_Product_16,Coffee,11.91,5.82,13.56,0
2023-03-28,116,Coffee_Product_16,Coffee,12.98,5.82,11.02,0
2023-03-29,116,Coffee_Product_16,Coffee,13.02,5.82,13.45,0
2023-03-30,116,Coffee_Product_16,Coffee,12.23,5.82,11.18,0
2023-03-31,116,Coffee_Product_16,Coffee,11.56,5.82,13.07,0
2023-04-01,116,Coffee_Product_16,Coffee,12.65,5.82,12.48,0
2023-04-02,116,Coffee_Product_16,Coffee,10.92,5.82,13.18,0
2023-04-03,116,Coffee_Product_16,Coffee,11.39,5.82,13.59,0
2023-04-04,116,Coffee_Product_16,Coffee,13.05,5.82,13.22,0
2023-04-05,116,Coffee_Product_16,Coffee,12.64,5.82,11.55,0
2023-04-06,116,Coffee_Product_16,Coffee,12.94,5.82,13.01,0
2023-04-07,116,Coffee_Product_16,Coffee,12.12,5.82,12.65,0
2023-04-08,116,Coffee_Product_16,Coffee,11.67,5.82,10.33,0
2023-04-09,116,Coffee_Product_16,Coffee,13.03,5.82,13.43,0
2023-04-10,116,Coffee_Product_16,Coffee,11.44,5.82,11.77,0
2023-04-11,116,Coffee_Product_16,Coffee,12.5,5.82,10.59,0
2023-04-12,116,Coffee_Product_16,Coffee,12.03,5.82,11.63,0
2023-04-13,116,Coffee_Product_16,Coffee,11.25,5.82,12.26,0
2023-04-14,116,Coffee_Product_16,Coffee,10.74,5.82,12.15,0
2023-04-15,116,Coffee_Product_16,Coffee,11.62,5.82,12.16,0
2023-04-16,116,Coffee_Product_16,Coffee,12.01,5.82,11.02,0
2023-04-17,116,Coffee_Product_16,Coffee,11.14,5.82,12.37,0
2023-04-18,116,Coffee_Product_16,Coffee,11.69,5.82,13.35,0
2023-04-19,116,Coffee_Product_16,Coffee,12.17,5.82,11.5,0
2023-04-20,116,Coffee_Product_16,Coffee,12.4,5.82,12.36,0
2023-04-21,116,Coffee_Product_16,Coffee,10.83,5.82,10.98,0
2023-04-22,116,Coffee_Product_16,Coffee,12.28,5.82,10.28,0
2023-04-23,116,Coffee_Product_16,Coffee,10.84,5.82,12.2,0
2023-04-24,116,Coffee_Product_16,Coffee,10.77,5.82,10.28,0
2023-04-25,116,Coffee_Product_16,Coffee,11.07,5.82,12.69,0
2023-04-26,116,Coffee_Product_16,Coffee,12.26,5.82,12.5,0
2023-04-27,116,Coffee_Product_16,Coffee,10.83,5.82,11.43,0
2023-04-28,116,Coffee_Product_16,Coffee,10.75,5.82,11.58,0
2023-04-29,116,Coffee_Product_16,Coffee,10.98,5.82,13.38,0
2023-04-30,116,Coffee_Product_16,Coffee,12.96,5.82,10.16,0
2023-05-01,116,Coffee_Product_16,Coffee,12.86,5.82,12.12,0
2023-05-02,116,Coffee_Product_16,Coffee,10.91,5.82,13.4,0
2023-05-03,116,Coffee_Product_16,Coffee,11.43,5.82,13.37,0
2023-05-04,116,Coffee_Product_16,Coffee,12.96,5.82,12.19,0
2023-05-05,116,Coffee_Product_16,Coffee,10.94,5.82,11.47,0
2023-05-06,116,Coffee_Product_16,Coffee,10.93,5.82,10.46,0
2023-05-07,116,Coffee_Product_16,Coffee,10.91,5.82,10.73,0
2023-05-08,116,Coffee_Product_16,Coffee,13.03,5.82,12.53,0
2023-05-09,116,Coffee_Product_16,Coffee,12.47,5.82,10.17,0
2023-05-10,116,Coffee_Product_16,Coffee,11.21,5.82,13.26,0
2023-05-11,116,Coffee_Product_16,Coffee,10.81,5.82,12.21,0
2023-05-12,116,Coffee_Product_16,Coffee,13.0,5.82,10.27,0
2023-05-13,116,Coffee_Product_16,Coffee,11.72,5.82,10.96,0
2023-05-14,116,Coffee_Product_16,Coffee,12.13,5.82,12.23,0
2023-05-15,116,Coffee_Product_16,Coffee,11.37,5.82,10.24,0
2023-05-16,116,Coffee_Product_16,Coffee,12.51,5.82,12.89,0
2023-05-17,116,Coffee_Product_16,Coffee,11.17,5.82,13.39,0
2023-05-18,116,Coffee_Product_16,Coffee,12.57,5.82,13.54,0
2023-05-19,116,Coffee_Product_16,Coffee,11.25,5.82,12.73,0
2023-05-20,116,Coffee_Product_16,Coffee,10.94,5.82,13.17,0
2023-05-21,116,Coffee_Product_16,Coffee,11.84,5.82,12.29,0
2023-05-22,116,Coffee_Product_16,Coffee,12.64,5.82,11.74,0
2023-05-23,116,Coffee_Product_16,Coffee,11.62,5.82,12.65,0
2023-05-24,116,Coffee_Product_16,Coffee,10.77,5.82,10.91,0
2023-05-25,116,Coffee_Product_16,Coffee,12.02,5.82,10.5,0
2023-05-26,116,Coffee_Product_16,Coffee,12.32,5.82,12.83,0
2023-05-27,116,Coffee_Product_16,Coffee,12.46,5.82,13.53,0
2023-05-28,116,Coffee_Product_16,Coffee,11.66,5.82,12.17,0
2023-05-29,116,Coffee_Product_16,Coffee,10.93,5.82,11.83,0
2023-05-30,116,Coffee_Product_16,Coffee,12.09,5.82,12.02,0
2023-05-31,116,Coffee_Product_16,Coffee,11.49,5.82,11.82,0
2023-06-01,116,Coffee_Product_16,Coffee,12.96,5.82,11.69,0
2023-06-02,116,Coffee_Product_16,Coffee,11.9,5.82,13.49,0
2023-06-03,116,Coffee_Product_16,Coffee,11.83,5.82,11.82,0
2023-06-04,116,Coffee_Product_16,Coffee,11.44,5.82,10.4,0
2023-06-05,116,Coffee_Product_16,Coffee,11.51,5.82,12.84,0
2023-06-06,116,Coffee_Product_16,Coffee,11.92,5.82,11.51,0
2023-06-07,116,Coffee_Product_16,Coffee,11.43,5.82,12.64,0
2023-06-08,116,Coffee_Product_16,Coffee,12.83,5.82,12.18,0
2023-06-09,116,Coffee_Product_16,Coffee,11.75,5.82,12.65,0
2023-06-10,116,Coffee_Product_16,Coffee,11.4,5.82,10.33,0
